2 -46.01586406536951 -23.3338345624274  Area3
62 -46.01676361327771 -23.33449614539116 0 Fronteira
63 -46.01663277916904 -23.33466433665715 0 Fronteira
64 -46.01655428114521 -23.33488058126814 0 Fronteira
65 -46.01651503691956 -23.33520494746427 0 Fronteira
66 -46.01651504078249 -23.33537313727796 0 Fronteira
67 -46.01647579399472 -23.33557736852173 0 Fronteira
68 -46.01639729553857 -23.33578160038104 0 Fronteira
69 -46.01638421768099 -23.33603388627765 0 Fronteira
70 -46.01629263547235 -23.33626214623772 0 Fronteira
71 -46.01625338943508 -23.33650241993655 0 Fronteira
72 -46.01613563821086 -23.33669463978186 0 Fronteira
73 -46.01597863330477 -23.33682679145549 0 Fronteira
74 -46.0157692924999 -23.33698297104423 0 Fronteira
75 -46.0155730336276 -23.33704304049258 0 Fronteira
76 -46.01535060696845 -23.33712713736516 0 Fronteira
77 -46.01515434855771 -23.33724727556413 0 Fronteira
78 -46.01514126768296 -23.33748755173965 0 Fronteira
79 -46.01489267161573 -23.33755963506117 0 Fronteira
80 -46.01872617957783 -23.33376327370383 0 Caminho1
81 -46.01870000560098 -23.33358306997319 0 Caminho1
82 -46.01852990937613 -23.33346293894808 0 Caminho1
83 -46.01832056373198 -23.33339086356247 0 Caminho1
84 -46.0180719682076 -23.33334281627557 0 Caminho1
85 -46.01784954284479 -23.33336684956456 0 Caminho1
86 -46.01753553292249 -23.33345095252182 0 Caminho1
87 -46.01733927754245 -23.33351102481402 0 Caminho1
88 -46.01714302301532 -23.33359512384055 0 Caminho1
89 -46.01701218887081 -23.33375130240097 0 Caminho1
90 -46.01692060574127 -23.33390747998787 0 Caminho1
91 -46.0168159380767 -23.33401560352717 0 Caminho1
92 -46.01659351946422 -23.33425587741584 0 Caminho1
93 -46.01648885267287 -23.33441205458789 0 Caminho1
94 -46.01638418511772 -23.33453219111929 0 Caminho1
95 -46.01627951729284 -23.33465232755414 0 Caminho1
96 -46.01627952022928 -23.3348085033025 0 Caminho1
97 -46.01624027263653 -23.33500072014111 0 Caminho1
98 -46.01626644352587 -23.33516890947126 0 Caminho1
99 -46.01621411293419 -23.33539716740991 0 Caminho1
100 -46.01620103207651 -23.33554133035325 0 Caminho1
101 -46.01618795099697 -23.33567347978585 0 Caminho1
102 -46.01617486994008 -23.33580562935099 0 Caminho1
103 -46.01612253725731 -23.33593777946929 0 Caminho1
104 -46.01603095482594 -23.33616603898164 0 Caminho1
105 -46.01596553901252 -23.33634624407151 0 Caminho1
106 -46.01588703935838 -23.33653846316034 0 Caminho1
107 -46.01574311888209 -23.33669464168956 0 Caminho1
108 -46.01558611252223 -23.33675471085047 0 Caminho1
109 -46.01535060282245 -23.33685082144802 0 Caminho1
110 -46.01508892411537 -23.33687484949062 0 Caminho1
111 -46.01494500134692 -23.33693491840515 0 Caminho1
112 -46.01497117110485 -23.33711512447825 0 Caminho1
113 -46.01498425662945 -23.33725928961131 0 Caminho1
114 -46.01502350991489 -23.33736741374856 0 Caminho1
115 -46.01870000560098 -23.33358306997319 0 Caminho2
116 -46.01873925269356 -23.33341487776385 0 Caminho2
117 -46.01859532395384 -23.33327071876833 0 Caminho2
118 -46.0185953182179 -23.33306648680751 0 Caminho2
119 -46.01864764993218 -23.33291030753577 0 Caminho2
120 -46.01868689677411 -23.33270607375153 0 Caminho2
121 -46.01851680141836 -23.3325499021461 0 Caminho2
122 -46.01834670727782 -23.33240574419924 0 Caminho2
123 -46.01815044724143 -23.33228561429575 0 Caminho2
124 -46.01795418730114 -23.33214145682673 0 Caminho2
125 -46.01773175918638 -23.33188917688291 0 Caminho2
126 -46.01754858546725 -23.33175703219356 0 Caminho2
127 -46.01726074287176 -23.33157683551968 0 Caminho2
128 -46.01712990518989 -23.33143267468236 0 Caminho2
129 -46.01684206519337 -23.3313005318244 0 Caminho2
130 -46.01654114359106 -23.33122845716333 0 Caminho2
131 -46.01630564030343 -23.33118040761731 0 Caminho2
132 -46.01605705484977 -23.33121645395505 0 Caminho2
133 -46.01593930521715 -23.33143270240843 0 Caminho2
134 -46.0157823054431 -23.33168499190384 0 Caminho2
135 -46.01569072268867 -23.33188922471168 0 Caminho2
136 -46.01558605600524 -23.3320213756611 0 Caminho2
137 -46.01549447310831 -23.33222560763375 0 Caminho2
138 -46.01542905694733 -23.33239379810783 0 Caminho2
139 -46.01528514043871 -23.33263407031187 0 Caminho2
140 -46.01506272269494 -23.33285031543541 0 Caminho2
141 -46.01476180390069 -23.33309058721045 0 Caminho2
142 -46.01452630156406 -23.33317468248374 0 Caminho2
143 -46.01433004963896 -23.33335488511619 0 Caminho2
144 -46.01413379728809 -23.33352307388014 0 Caminho2
145 -46.01384595977659 -23.3337152891192 0 Caminho2
146 -46.01362353899448 -23.33394354442454 0 Caminho2
147 -46.01344036855419 -23.3340756918918 0 Caminho2
148 -46.01323103057335 -23.33418381211487 0 Caminho2
149 -46.01855606487678 -23.33300641994396 0 Caminho3
150 -46.0184121443575 -23.33312656099906 0 Caminho3
151 -46.01803271331028 -23.33322268142547 0 Caminho3
152 -46.01757477996353 -23.33325873442366 0 Caminho3
153 -46.01710376648789 -23.33333082670511 0 Caminho3
154 -46.01654117284549 -23.33360714845534 0 Caminho3
155 -46.01618791704748 -23.33378735635157 0 Caminho3
156 -46.01572999441653 -23.33411172595922 0 Caminho3
157 -46.01536365573669 -23.33436401222267 0 Caminho3
158 -46.01504965066403 -23.33459227031109 0 Caminho3
159 -46.01481414674399 -23.33483254108488 0 Caminho3
160 -46.01439547054152 -23.33502475797111 0 Caminho3
161 -46.01415996468087 -23.33530106881585 0 Caminho3
162 -46.01379362067796 -23.33544523088196 0 Caminho3
163 -46.01822896289862 -23.33286226700883 0 Caminho4
164 -46.01800653545801 -23.33279019211057 0 Caminho4
165 -46.01758785322689 -23.33275416343371 0 Caminho4
166 -46.01756168573321 -23.33275416414861 0 Caminho4
167 -46.01723459056191 -23.33262202319515 0 Caminho4
168 -46.01695983173578 -23.33250189394905 0 Caminho4
169 -46.01661965740944 -23.33245384706777 0 Caminho4
170 -46.01626639889291 -23.33223760951947 0 Caminho4
171 -46.01614864534439 -23.33203338064085 0 Caminho4
172 -46.01600472579032 -23.33188921981868 0 Caminho4
173 -46.01846447266692 -23.33283823194824 0 PontosTerreno
174 -46.01845138500502 -23.33269406849894 0 PontosTerreno
175 -46.01834671043824 -23.33254990814923 0 PontosTerreno
176 -46.01822895500051 -23.33251387121551 0 PontosTerreno
177 -46.01808503505883 -23.33263401245281 0 PontosTerreno
178 -46.01787569549657 -23.33270610067966 0 PontosTerreno
179 -46.01767943740017 -23.33264603845413 0 PontosTerreno
180 -46.01758784914171 -23.33253791846663 0 PontosTerreno
181 -46.01757476179898 -23.3323336871599 0 PontosTerreno
182 -46.017653261082 -23.33215348010741 0 PontosTerreno
183 -46.01773176185288 -23.33205736835289 0 PontosTerreno
184 -46.01733924737145 -23.33179307952442 0 PontosTerreno
185 -46.0171822464587 -23.33199731631574 0 PontosTerreno
186 -46.01703833056195 -23.33228564725403 0 PontosTerreno
187 -46.01655423678795 -23.33222559031561 0 PontosTerreno
188 -46.01661965208953 -23.33200934394021 0 PontosTerreno
189 -46.01675048550391 -23.33181712277277 0 PontosTerreno
190 -46.01690748553906 -23.33156483178683 0 PontosTerreno
191 -46.01643647713721 -23.33142067885948 0 PontosTerreno
192 -46.016240225771 -23.33156484729308 0 PontosTerreno
193 -46.01613556048077 -23.33187720394226 0 PontosTerreno
194 -46.01600472395455 -23.33164894721553 0 PontosTerreno
195 -46.0162140571132 -23.33133658786335 0 PontosTerreno
196 -46.01672431488916 -23.33146872686045 0 PontosTerreno
197 -46.01658039893599 -23.33176907209405 0 PontosTerreno
198 -46.01639723210553 -23.33202136222467 0 PontosTerreno
199 -46.01681591044584 -23.33239377488606 0 PontosTerreno
200 -46.0168420737182 -23.33209343419999 0 PontosTerreno
201 -46.01706449087317 -23.33175704642805 0 PontosTerreno
202 -46.01748317161269 -23.33206938973887 0 PontosTerreno
203 -46.0173785051437 -23.33226161101183 0 PontosTerreno
204 -46.01733925780683 -23.33248987079971 0 PontosTerreno
205 -46.01783643532161 -23.33226159733858 0 PontosTerreno
206 -46.01786260737644 -23.33250186946302 0 PontosTerreno
207 -46.01824204265336 -23.33269407557186 0 PontosTerreno
208 -46.01829438600189 -23.33301844206569 0 PontosTerreno
209 -46.01801962556395 -23.33305449132229 0 PontosTerreno
210 -46.01760094489983 -23.33313859797756 0 PontosTerreno
211 -46.01730001877329 -23.33315061896807 0 PontosTerreno
212 -46.01728693133806 -23.33295840221608 0 PontosTerreno
213 -46.01727384454744 -23.33279021238517 0 PontosTerreno
214 -46.01695983410368 -23.33265807051767 0 PontosTerreno
215 -46.01694675351516 -23.33285028789987 0 PontosTerreno
216 -46.01693367472441 -23.3331386135081 0 PontosTerreno
217 -46.01693367642601 -23.3332347218523 0 PontosTerreno
218 -46.01644958385643 -23.33339090670165 0 PontosTerreno
219 -46.01638416156801 -23.333102583258 0 PontosTerreno
220 -46.01630565518533 -23.33274217857208 0 PontosTerreno
221 -46.016227150339 -23.3324298274061 0 PontosTerreno
222 -46.0161093967449 -23.3322376123019 0 PontosTerreno
223 -46.01588697617422 -23.33209345299105 0 PontosTerreno
224 -46.0156122249908 -23.33232171467838 0 PontosTerreno
225 -46.01553372567042 -23.3325379594846 0 PontosTerreno
226 -46.01544214310693 -23.33277823106464 0 PontosTerreno
227 -46.01562531407102 -23.33300648583689 0 PontosTerreno
228 -46.01579540285479 -23.3332948078982 0 PontosTerreno
229 -46.01593932515483 -23.33354708962672 0 PontosTerreno
230 -46.01591316132198 -23.33381138678762 0 PontosTerreno
231 -46.01555990621701 -23.33400360619729 0 PontosTerreno
232 -46.01512814629927 -23.33381139389867 0 PontosTerreno
233 -46.0149711418819 -23.33351105799579 0 PontosTerreno
234 -46.01480105508286 -23.33327078932711 0 PontosTerreno
235 -46.01457863621903 -23.33342696542198 0 PontosTerreno
236 -46.01433004995862 -23.33359515458676 0 PontosTerreno
237 -46.01425154903939 -23.33377535668881 0 PontosTerreno
238 -46.01440855183897 -23.33400361234211 0 PontosTerreno
239 -46.01453938806102 -23.33421985447848 0 PontosTerreno
240 -46.01468330847328 -23.33446012350876 0 PontosTerreno
241 -46.01457864053953 -23.3346883799022 0 PontosTerreno
242 -46.01425155000855 -23.33479650174629 0 PontosTerreno
243 -46.01397679343921 -23.33495267714028 0 PontosTerreno
244 -46.01367586997779 -23.3347965012352 0 PontosTerreno
245 -46.01359736965015 -23.3344721370374 0 PontosTerreno
246 -46.01357120333472 -23.33426790789831 0 PontosTerreno
247 -46.0133356972577 -23.334496163034 0 PontosTerreno
248 -46.01340111310811 -23.33484455433993 0 PontosTerreno
249 -46.01364970148857 -23.33507281162241 0 PontosTerreno
250 -46.01393754285472 -23.33473643425202 0 PontosTerreno
251 -46.01388520892715 -23.33446012418935 0 PontosTerreno
252 -46.01379362452727 -23.33417180075901 0 PontosTerreno
253 -46.01395062762975 -23.33396757207791 0 PontosTerreno
254 -46.01408146297581 -23.33427992230913 0 PontosTerreno
255 -46.01434313497865 -23.33453220510534 0 PontosTerreno
256 -46.01436930222057 -23.33454421856169 0 PontosTerreno
257 -46.01493189582246 -23.33426790694919 0 PontosTerreno
258 -46.01484030926177 -23.33401562448052 0 PontosTerreno
259 -46.01470947260548 -23.33376334216212 0 PontosTerreno
260 -46.01456555315676 -23.33358314059879 0 PontosTerreno
261 -46.0151412254095 -23.33316266586237 0 PontosTerreno
262 -46.01527206182495 -23.33334286712932 0 PontosTerreno
263 -46.01527206191492 -23.33335488062843 0 PontosTerreno
264 -46.01537673139783 -23.33351105507152 0 PontosTerreno
265 -46.01537673170532 -23.33354709552962 0 PontosTerreno
266 -46.0155468204883 -23.33381139060701 0 PontosTerreno
267 -46.01610941060652 -23.33345097940723 0 PontosTerreno
268 -46.01601782150547 -23.33312661591375 0 PontosTerreno
269 -46.01592623389671 -23.33287433333261 0 PontosTerreno
270 -46.01590006659185 -23.33285030662067 0 PontosTerreno
271 -46.01580847914809 -23.33256198312272 0 PontosTerreno
272 -46.01582156096352 -23.33236976615423 0 PontosTerreno
273 -46.01660657701453 -23.3326941187301 0 PontosTerreno
274 -46.01664583307876 -23.33305452445672 0 PontosTerreno
275 -46.01665891935836 -23.33322271370702 0 PontosTerreno
276 -46.0170775932671 -23.33301847486183 0 PontosTerreno
277 -46.01760094108532 -23.33295839424615 0 PontosTerreno
278 -46.01787570120602 -23.33297040021135 0 PontosTerreno
279 -46.01839906344744 -23.33324669770319 0 PontosTerreno
280 -46.01770561962183 -23.33333081258694 0 PontosTerreno
281 -46.01728694018764 -23.33340290397141 0 PontosTerreno
282 -46.01689443204469 -23.33359512873139 0 PontosTerreno
283 -46.01621408112541 -23.33357111295741 0 PontosTerreno
284 -46.01648884083689 -23.33376332496449 0 PontosTerreno
285 -46.01660659608644 -23.33388345825045 0 PontosTerreno
286 -46.01647576506719 -23.33420782505553 0 PontosTerreno
287 -46.01624025634956 -23.33408769316714 0 PontosTerreno
288 -46.01605708386277 -23.33400360097204 0 PontosTerreno
289 -46.01574307971807 -23.33424387419101 0 PontosTerreno
290 -46.01595242102266 -23.33443608799737 0 PontosTerreno
291 -46.01609634372764 -23.33456823499724 0 PontosTerreno
292 -46.01607018182226 -23.33489260012905 0 PontosTerreno
293 -46.01565150151171 -23.33480850928853 0 PontosTerreno
294 -46.01524590529061 -23.33459226921826 0 PontosTerreno
295 -46.01474872958506 -23.33502475721 0 PontosTerreno
296 -46.01501040512969 -23.33526502652336 0 PontosTerreno
297 -46.01540291991965 -23.33551730885716 0 PontosTerreno
298 -46.01576926652904 -23.33556536087883 0 PontosTerreno
299 -46.0160440284822 -23.33566146740903 0 PontosTerreno
300 -46.01567769100484 -23.33623812277952 0 PontosTerreno
301 -46.01523283789556 -23.33611798854183 0 PontosTerreno
302 -46.01520666994693 -23.33609396128207 0 PontosTerreno
303 -46.01467023138716 -23.33575758267904 0 PontosTerreno
304 -46.01430388562383 -23.3354692581578 0 PontosTerreno
305 -46.01396370885041 -23.33552932571624 0 PontosTerreno
306 -46.01405529474858 -23.33575758323375 0 PontosTerreno
307 -46.01410762969888 -23.33603389532069 0 PontosTerreno
308 -46.0142777196931 -23.33644235828745 0 PontosTerreno
309 -46.01435622347968 -23.33669464510867 0 PontosTerreno
310 -46.01453939984618 -23.33706707000731 0 PontosTerreno
311 -46.01490575300443 -23.33729533118929 0 PontosTerreno
312 -46.01487958229641 -23.33700700086481 0 PontosTerreno
313 -46.014866497479 -23.33691089119797 0 PontosTerreno
314 -46.01467023637193 -23.33659853552098 0 PontosTerreno
315 -46.01464406846663 -23.33657450808462 0 PontosTerreno
316 -46.01446089256452 -23.33614201755761 0 PontosTerreno
317 -46.01426463486693 -23.33576959672547 0 PontosTerreno
318 -46.0146440656966 -23.33609396283707 0 PontosTerreno
319 -46.01494499550114 -23.33632222091815 0 PontosTerreno
320 -46.01538985002624 -23.33653846532961 0 PontosTerreno
321 -46.01506275449013 -23.33671867153534 0 PontosTerreno
322 -46.01501041821112 -23.33665860322897 0 PontosTerreno
323 -46.01480107441773 -23.3364904122942 0 PontosTerreno
324 -46.01484032583116 -23.33646638500323 0 PontosTerreno
325 -46.01561226676341 -23.33593778274208 0 PontosTerreno
326 -46.01524591783477 -23.33578160797489 0 PontosTerreno
327 -46.01486648675881 -23.33560140598116 0 PontosTerreno
328 -46.01467022868402 -23.33525301403931 0 PontosTerreno
329 -46.01514123896458 -23.33491663411611 0 PontosTerreno
330 -46.01548141840128 -23.3352049564748 0 PontosTerreno
331 -46.01579542959546 -23.33528904904618 0 PontosTerreno
332 -46.01605710564466 -23.33531307390775 0 PontosTerreno
333 -46.01590009011018 -23.33468837206615 0 PontosTerreno
334 -46.01558607973001 -23.33454421285696 0 PontosTerreno
335 -46.01605708655107 -23.33418380341128 0 PontosTerreno
336 -46.01622717749358 -23.33437601742536 0 PontosTerreno
337 -46.01639725903557 -23.33399158299828 0 PontosTerreno
338 -46.01659351022773 -23.33376332330252 0 PontosTerreno
339 -46.01854299944275 -23.33365515655333 0 PontosTerreno
340 -46.01832056677927 -23.33349898604875 0 PontosTerreno
341 -46.01829439921374 -23.33351100043013 0 PontosTerreno
342 -46.01801963801228 -23.333547048876 0 PontosTerreno
343 -46.01798038644498 -23.33355906349245 0 PontosTerreno
344 -46.01753553714209 -23.33363115595338 0 PontosTerreno
345 -46.01733928295363 -23.33375129582237 0 PontosTerreno
346 -46.01707761175335 -23.33394351771271 0 PontosTerreno
347 -46.01677669058334 -23.33419580701641 0 PontosTerreno
348 -46.01663277483252 -23.33446010666752 0 PontosTerreno
349 -46.01650194269885 -23.33472440601182 0 PontosTerreno
350 -46.01638419516446 -23.3350367591855 0 PontosTerreno
351 -46.01635803601326 -23.33543320671948 0 PontosTerreno
352 -46.01627954038847 -23.3357816013955 0 PontosTerreno
353 -46.0161225421829 -23.33616603837737 0 PontosTerreno
354 -46.0159655453683 -23.33664658579508 0 PontosTerreno
355 -46.01546835998705 -23.33694693076187 0 PontosTerreno
356 -46.01544219242503 -23.33697095846127 0 PontosTerreno
357 -46.01507584325224 -23.33713915170777 0 PontosTerreno
